,Country Name,Country Code,Year,% of Internet_usage,Population,World population,% of World population,Region Name,Sub-region Name,IncomeGroup,GDP per capita
15,Afghanistan,AFG,2015,8.26,33831764,7391971924,0.004576825283948413,Asia,Southern Asia,Low income,565.569730408751
16,Afghanistan,AFG,2016,11.0,34700612,7478852539,0.004639831019403924,Asia,Southern Asia,Low income,522.082215583898
17,Afghanistan,AFG,2017,13.5,35688935,7564278153,0.004718088663337392,Asia,Southern Asia,Low income,525.469770891619
18,Afghanistan,AFG,2018,16.8,36743039,7646523404,0.004805195388636255,Asia,Southern Asia,Low income,491.337221382603
19,Afghanistan,AFG,2019,17.6,37856121,7726797600,0.004899328668839469,Asia,Southern Asia,Low income,496.6025042585
20,Afghanistan,AFG,2020,18.4,39068979,7805953886,0.005005023033773018,Asia,Southern Asia,Low income,510.787063366811
21,Afghanistan,AFG,2021,37.542301248128204,40000412,7871000477,0.005081998421533064,Asia,Southern Asia,Low income,356.496214115892
22,Afghanistan,AFG,2022,40.402216286317085,40578842,7940003773,0.00511068296188831,Asia,Southern Asia,Low income,357.261152798144
23,Afghanistan,AFG,2023,43.25958482385194,41454761,8011623532,0.0051743271303776985,Asia,Southern Asia,Low income,415.707417059086
24,Albania,ALB,2000,0.114097,3089027,6115617907,0.0005051046430589242,Europe,Southern Europe,Upper middle income,1126.68334010717
25,Albania,ALB,2001,0.325798,3060173,6198523633,0.0004936938505337147,Europe,Southern Europe,Upper middle income,1281.6598256178
26,Albania,ALB,2002,0.390081,3051010,6280690978,0.00048577616868702436,Europe,Southern Europe,Upper middle income,1425.12421860142
27,Albania,ALB,2003,0.9719,3039616,6362582991,0.0004777330219974493,Europe,Southern Europe,Upper middle income,1846.12012081207
28,Albania,ALB,2004,2.42039,3026939,6445292478,0.0004696356310178295,Europe,Southern Europe,Upper middle income,2373.58129170055
29,Albania,ALB,2005,6.04389,3011487,6528083729,0.00046131255740822317,Europe,Southern Europe,Upper middle income,2673.78781583529
30,Albania,ALB,2006,9.60999,2992547,6611938226,0.00045259754367221153,Europe,Southern Europe,Upper middle income,2972.74362094736
31,Albania,ALB,2007,15.0361,2970017,6696177273,0.00044353918346450564,Europe,Southern Europe,Upper middle income,3595.03829536404
32,Albania,ALB,2008,23.86,2947314,6781922266,0.0004345838664025761,Europe,Southern Europe,Upper middle income,4370.53971639449
33,Albania,ALB,2009,41.2,2927519,6867731466,0.0004262716174173721,Europe,Southern Europe,Upper middle income,4114.13403283023
34,Albania,ALB,2010,45.0,2913021,6952093392,0.0004190135022282796,Europe,Southern Europe,Upper middle income,4094.34968570481
35,Albania,ALB,2011,47.0,2905195,7037468539,0.0004128181865254659,Europe,Southern Europe,Upper middle income,4437.14116097061
36,Albania,ALB,2012,49.4,2900401,7126885659,0.0004069661193928802,Europe,Southern Europe,Upper middle income,4247.63134315945
37,Albania,ALB,2013,51.8,2895092,7216181695,0.0004011944435941756,Europe,Southern Europe,Upper middle income,4413.06338346821
38,Albania,ALB,2014,54.3,2889104,7304606193,0.0003955181051058751,Europe,Southern Europe,Upper middle income,4578.63320812155
39,Albania,ALB,2015,56.9,2880703,7391971924,0.00038970697259374493,Europe,Southern Europe,Upper middle income,3952.80357364813
40,Albania,ALB,2016,59.6,2876101,7478852539,0.00038456447496484057,Europe,Southern Europe,Upper middle income,4124.05538986272
41,Albania,ALB,2017,62.4,2873457,7564278153,0.00037987193779493475,Europe,Southern Europe,Upper middle income,4531.03220675893
42,Albania,ALB,2018,65.4,2866376,7646523404,0.0003748600309652567,Europe,Southern Europe,Upper middle income,5365.48934672897
43,Albania,ALB,2019,68.5504,2854191,7726797600,0.0003693886067366382,Europe,Southern Europe,Upper middle income,5460.42823730592
44,Albania,ALB,2020,72.2377,2837849,7805953886,0.00036354929089315913,Europe,Southern Europe,Upper middle income,5370.77862312929
45,Albania,ALB,2021,79.3237,2811666,7871000477,0.00035721837499769215,Europe,Southern Europe,Upper middle income,6413.28328605026
46,Albania,ALB,2022,82.6137,2777689,7940003773,0.0003498347204122922,Europe,Southern Europe,Upper middle income,6846.42614266044
47,Albania,ALB,2023,83.1356,2745972,8011623532,0.00034274850647088545,Europe,Southern Europe,Upper middle income,8575.17113446213
48,Algeria,DZA,2000,0.491706,30903893,6115617907,0.005053274005988354,Africa,Northern Africa,Upper middle income,1772.92869122761
49,Algeria,DZA,2001,0.646114,31331221,6198523633,0.005054626368317341,Africa,Northern Africa,Upper middle income,1896.30020878013
50,Algeria,DZA,2002,1.59164,31750835,6280690978,0.005055309218558404,Africa,Northern Africa,Upper middle income,1937.46411413019
51,Algeria,DZA,2003,2.19536,32175818,6362582991,0.005057037062701317,Africa,Northern Africa,Upper middle income,2283.77299346126
52,Algeria,DZA,2004,4.63448,32628286,6445292478,0.005062343735582452,Africa,Northern Africa,Upper middle income,2816.99384960555
53,Algeria,DZA,2005,5.84394,33109249,6528083729,0.005071817454319297,Africa,Northern Africa,Upper middle income,3233.13339634212
54,Algeria,DZA,2006,7.37598,33623506,6611938226,0.005085272253116782,Africa,Northern Africa,Upper middle income,3660.66104745322
55,Algeria,DZA,2007,9.45119,34189416,6696177273,0.005105811062956308,Africa,Northern Africa,Upper middle income,4167.45169937531
56,Algeria,DZA,2008,10.18,34816961,6781922266,0.005133789452962155,Africa,Northern Africa,Upper middle income,5180.91881514686
57,Algeria,DZA,2009,11.23,35490445,6867731466,0.005167710062005502,Africa,Northern Africa,Upper middle income,4235.42990456612
58,Algeria,DZA,2010,12.5,36188236,6952093392,0.005205372534500613,Africa,Northern Africa,Upper middle income,4912.78585503672
59,Algeria,DZA,2011,14.9,36903376,7037468539,0.00524384241229501,Africa,Northern Africa,Upper middle income,5916.31364364343
60,Algeria,DZA,2012,18.2,37646166,7126885659,0.0052822744465472835,Africa,Northern Africa,Upper middle income,6033.64884689543
61,Algeria,DZA,2013,22.5,38414171,7216181695,0.005323337552131855,Africa,Northern Africa,Upper middle income,5979.60138960585
62,Algeria,DZA,2014,29.5,39205031,7304606193,0.005367165588963599,Africa,Northern Africa,Upper middle income,6094.69392314956
63,Algeria,DZA,2015,38.2,40019529,7391971924,0.005413917884355861,Africa,Northern Africa,Upper middle income,4685.05902729002
64,Algeria,DZA,2016,42.9455,40850721,7478852539,0.005462164254071811,Africa,Northern Africa,Upper middle income,4424.98529027556
65,Algeria,DZA,2017,47.6911,41689299,7564278153,0.005511338710286055,Africa,Northern Africa,Upper middle income,4554.66753957828
66,Algeria,DZA,2018,49.0385,42505035,7646523404,0.005558739933727927,Africa,Northern Africa,Upper middle income,4577.21029180491
67,Algeria,DZA,2019,58.9776,43294546,7726797600,0.0056031681223279355,Africa,Northern Africa,Upper middle income,4468.45341883656
68,Algeria,DZA,2020,60.6534,44042091,7805953886,0.005642115190942853,Africa,Northern Africa,Upper middle income,3743.5419522929
69,Algeria,DZA,2021,66.2356,44761099,7871000477,0.005686837287178073,Africa,Northern Africa,Upper middle income,4160.55926736925
70,Algeria,DZA,2022,71.2432,45477389,7940003773,0.005727628134717764,Africa,Northern Africa,Upper middle income,4961.55257664733
71,Algeria,DZA,2023,73.00139711531708,46164219,8011623532,0.005762155300434554,Africa,Northern Africa,Upper middle income,5364.02795022731
72,Andorra,AND,2000,10.5388,65685,6115617907,1.0740533662970714e-05,Europe,Southern Europe,High income,21810.2487431414
73,Andorra,AND,2001,31.031677355501667,65852,6198523633,1.062382010603524e-05,Europe,Southern Europe,High income,23511.2951475737
74,Andorra,AND,2002,11.2605,66506,6280690978,1.0588962302548743e-05,Europe,Southern Europe,High income,26528.130158144
75,Andorra,AND,2003,13.5464,69486,6362582991,1.092103633041633e-05,Europe,Southern Europe,High income,34063.5784034776
76,Andorra,AND,2004,26.838,74325,6445292478,1.1531672186126042e-05,Europe,Southern Europe,High income,39021.1278101878
77,Andorra,AND,2005,37.6058,77421,6528083729,1.1859682444952292e-05,Europe,Southern Europe,High income,40829.801876968
78,Andorra,AND,2006,48.9368,79585,6611938226,1.203656133492739e-05,Europe,Southern Europe,High income,43467.2109930745
79,Andorra,AND,2007,70.87,81877,6696177273,1.2227424194717851e-05,Europe,Southern Europe,High income,48336.2283329823
80,Andorra,AND,2008,70.04,83495,6781922266,1.2311406224543124e-05,Europe,Southern Europe,High income,49132.515707808
81,Andorra,AND,2009,78.53,83888,6867731466,1.2214804905419404e-05,Europe,Southern Europe,High income,43975.0183668093
82,Andorra,AND,2010,81.0,80706,6952093392,1.1608877419982737e-05,Europe,Southern Europe,High income,42746.8309526019
83,Andorra,AND,2011,81.0,77783,7037468539,1.1052695947263545e-05,Europe,Southern Europe,High income,46657.1561173756
84,Andorra,AND,2012,82.7,76834,7126885659,1.0780866100043601e-05,Europe,Southern Europe,High income,41500.5435791686
85,Andorra,AND,2013,84.4,75194,7216181695,1.0420192170618564e-05,Europe,Southern Europe,High income,42470.3161159692
86,Andorra,AND,2014,86.1,73737,7304606193,1.0094589366181318e-05,Europe,Southern Europe,High income,44369.659691379
87,Andorra,AND,2015,87.9,72174,7391971924,9.763835785910921e-06,Europe,Southern Europe,High income,38654.9347203095
88,Andorra,AND,2016,89.7,72181,7478852539,9.651346864187717e-06,Europe,Southern Europe,High income,40129.8192007698
89,Andorra,AND,2017,91.5675,73763,7564278153,9.75149227831416e-06,Europe,Southern Europe,High income,40672.9943348258
90,Andorra,AND,2018,79.73432627345579,75162,7646523404,9.82956515384256e-06,Europe,Southern Europe,High income,42819.7745797624
91,Andorra,AND,2019,90.7187,76474,7726797600,9.897243846532229e-06,Europe,Southern Europe,High income,41257.8045846483
92,Andorra,AND,2020,93.2056,77380,7805953886,9.912946083217484e-06,Europe,Southern Europe,High income,37361.0900666982
93,Andorra,AND,2021,93.8975,78364,7871000477,9.956040560407656e-06,Europe,Southern Europe,High income,42425.6996756291
94,Andorra,AND,2022,94.4855,79705,7940003773,1.0038408328096395e-05,Europe,Southern Europe,High income,42414.0590092117
95,Andorra,AND,2023,94.05860947744208,80856,8011623532,1.009233642557532e-05,Europe,Southern Europe,High income,46812.4484486309
96,Angola,AGO,2000,0.105046,16194869,6115617907,0.00264811655114411,Africa,Sub-Saharan Africa,Lower middle income,563.733795571487
97,Angola,AGO,2001,0.136014,16747208,6198523633,0.0027018059446995415,Africa,Sub-Saharan Africa,Lower middle income,533.586202412447
98,Angola,AGO,2002,0.270377,17327699,6280690978,0.002758884183395657,Africa,Sub-Saharan Africa,Lower middle income,882.147847234303
99,Angola,AGO,2003,0.370682,17943712,6362582991,0.002820192997935231,Africa,Sub-Saharan Africa,Lower middle income,992.698979254665
100,Angola,AGO,2004,0.464815,18600423,6445292478,0.0028858927757723393,Africa,Sub-Saharan Africa,Lower middle income,1266.21086410236
101,Angola,AGO,2005,1.14337,19291161,6528083729,0.002955103182010673,Africa,Sub-Saharan Africa,Lower middle income,1916.46842218625
102,Angola,AGO,2006,1.5,20015279,6611938226,0.003027142468042774,Africa,Sub-Saharan Africa,Lower middle income,2617.05196022633
103,Angola,AGO,2007,1.7,20778561,6696177273,0.0031030482248106395,Africa,Sub-Saharan Africa,Lower middle income,3141.0459797605
104,Angola,AGO,2008,1.9,21578655,6781922266,0.0031817903764808503,Africa,Sub-Saharan Africa,Lower middle income,4103.0669003635
105,Angola,AGO,2009,2.3,22414773,6867731466,0.003263781222514095,Africa,Sub-Saharan Africa,Lower middle income,3136.64546955947
106,Angola,AGO,2010,2.8,23294825,6952093392,0.003350764106075749,Africa,Sub-Saharan Africa,Lower middle income,3597.34293216332
107,Angola,AGO,2011,4.7,24218352,7037468539,0.003441344265453916,Africa,Sub-Saharan Africa,Lower middle income,4615.91059831778
108,Angola,AGO,2012,7.7,25177394,7126885659,0.0035327343814202197,Africa,Sub-Saharan Africa,Lower middle income,5086.02740086376
109,Angola,AGO,2013,13.0,26165620,7216181695,0.003625964686855075,Africa,Sub-Saharan Africa,Lower middle income,5057.74787833163
110,Angola,AGO,2014,21.3623,27160769,7304606193,0.003718307090398405,Africa,Sub-Saharan Africa,Lower middle income,5005.9997412707
111,Angola,AGO,2015,22.0,28157798,7391971924,0.0038092403880185515,Africa,Sub-Saharan Africa,Lower middle income,3213.90261080059
112,Angola,AGO,2016,23.2,29183070,7478852539,0.0039020785405005564,Africa,Sub-Saharan Africa,Lower middle income,1807.95294072643
113,Angola,AGO,2017,26.0,30234839,7564278153,0.003997055421343652,Africa,Sub-Saharan Africa,Lower middle income,2437.25971190821
114,Angola,AGO,2018,29.0,31297155,7646523404,0.0040929914611427245,Africa,Sub-Saharan Africa,Lower middle income,2538.59139143371
115,Angola,AGO,2019,32.1294,32375632,7726797600,0.004190045304150325,Africa,Sub-Saharan Africa,Lower middle income,2189.85571407618
116,Angola,AGO,2020,36.6347,33451132,7805953886,0.004285335589798282,Africa,Sub-Saharan Africa,Lower middle income,1449.92286669308
117,Angola,AGO,2021,37.8067,34532429,7871000477,0.004387298552567474,Africa,Sub-Saharan Africa,Lower middle income,1925.87466082167
118,Angola,AGO,2022,39.2935,35635029,7940003773,0.004488036784211236,Africa,Sub-Saharan Africa,Lower middle income,2929.69445467272
119,Angola,AGO,2023,49.99945846149774,36749906,8011623532,0.004587073500547504,Africa,Sub-Saharan Africa,Lower middle income,2308.15976731274
120,Antigua and Barbuda,ATG,2000,6.48223,74912,6115617907,1.2249293716380637e-05,Americas,Latin America and the Caribbean,High income,12021.463208189
121,Antigua and Barbuda,ATG,2001,8.89929,76069,6198523633,1.2272115830134159e-05,Americas,Latin America and the Caribbean,High income,11535.7742945854
122,Antigua and Barbuda,ATG,2002,12.5,77032,6280690978,1.2264892552400307e-05,Americas,Latin America and the Caribbean,High income,11657.3487497259
123,Antigua and Barbuda,ATG,2003,17.2286,77884,6362582991,1.2240940528425085e-05,Americas,Latin America and the Caribbean,High income,12171.3773760407
124,Antigua and Barbuda,ATG,2004,24.2665,78719,6445292478,1.2213410061482084e-05,Americas,Latin America and the Caribbean,High income,13036.0075900543
125,Antigua and Barbuda,ATG,2005,27.0,79611,6528083729,1.2195156083299066e-05,Americas,Latin America and the Caribbean,High income,14366.2912765172
126,Antigua and Barbuda,ATG,2006,30.0,80604,6611938226,1.2190676507388168e-05,Americas,Latin America and the Caribbean,High income,16172.2513541282
127,Antigua and Barbuda,ATG,2007,34.0,81704,6696177273,1.2201588558511271e-05,Americas,Latin America and the Caribbean,High income,18203.5151277783
128,Antigua and Barbuda,ATG,2008,38.0,82912,6781922266,1.2225442396422773e-05,Americas,Latin America and the Caribbean,High income,18785.4682161899
129,Antigua and Barbuda,ATG,2009,42.0,84173,6867731466,1.2256303324717093e-05,Americas,Latin America and the Caribbean,High income,16471.3678310675
130,Antigua and Barbuda,ATG,2010,47.0,85320,6952093392,1.2272562405185825e-05,Americas,Latin America and the Caribbean,High income,15216.3098400792
131,Antigua and Barbuda,ATG,2011,52.0,86332,7037468539,1.2267479353061162e-05,Americas,Latin America and the Caribbean,High income,14841.9709613705
132,Antigua and Barbuda,ATG,2012,58.0,87260,7126885659,1.2243777180542528e-05,Americas,Latin America and the Caribbean,High income,15208.6569723517
133,Antigua and Barbuda,ATG,2013,63.4,88064,7216181695,1.2203683848622938e-05,Americas,Latin America and the Caribbean,High income,15050.7122765935
134,Antigua and Barbuda,ATG,2014,67.78,88765,7304606193,1.2151921356836929e-05,Americas,Latin America and the Caribbean,High income,15533.4831254394
135,Antigua and Barbuda,ATG,2015,70.0,89409,7391971924,1.2095419316963305e-05,Americas,Latin America and the Caribbean,High income,16080.6580495873
136,Antigua and Barbuda,ATG,2016,73.0,89969,7478852539,1.2029786592373406e-05,Americas,Latin America and the Caribbean,High income,16557.843174789
137,Antigua and Barbuda,ATG,2017,76.2,90468,7564278153,1.1959898640707746e-05,Americas,Latin America and the Caribbean,High income,16924.7894487758
138,Antigua and Barbuda,ATG,2018,79.6,90926,7646523404,1.1891155652833728e-05,Americas,Latin America and the Caribbean,High income,18273.4270684912
139,Antigua and Barbuda,ATG,2019,83.2,91364,7726797600,1.182430351223384e-05,Americas,Latin America and the Caribbean,High income,18884.3729680383
140,Antigua and Barbuda,ATG,2020,86.8837,91846,7805953886,1.1766146884972771e-05,Americas,Latin America and the Caribbean,High income,15360.4544160475
141,Antigua and Barbuda,ATG,2021,87.074,92349,7871000477,1.173281595774956e-05,Americas,Latin America and the Caribbean,High income,17340.3790692554
142,Antigua and Barbuda,ATG,2022,91.4123,92840,7940003773,1.1692689657869259e-05,Americas,Latin America and the Caribbean,High income,20117.7653310355
143,Antigua and Barbuda,ATG,2023,86.65016260044646,93316,8011623532,1.1647576752362058e-05,Americas,Latin America and the Caribbean,High income,21787.1017315914
144,Argentina,ARG,2000,7.03868,37213984,6115617907,0.006085073424453887,Americas,Latin America and the Caribbean,Upper middle income,7637.01489203628
145,Argentina,ARG,2001,9.78081,37624825,6198523633,0.006069965564008038,Americas,Latin America and the Caribbean,Upper middle income,7141.47507662826
146,Argentina,ARG,2002,10.8821,38029349,6280690978,0.006054962604148043,Americas,Latin America and the Caribbean,Upper middle income,2569.69963519124
147,Argentina,ARG,2003,11.9137,38424282,6362582991,0.0060391011094632335,Americas,Latin America and the Caribbean,Upper middle income,3320.47775133903
148,Argentina,ARG,2004,16.0367,38815916,6445292478,0.006022366887537233,Americas,Latin America and the Caribbean,Upper middle income,4242.02099089422
149,Argentina,ARG,2005,17.7206,39216789,6528083729,0.0060073967534738405,Americas,Latin America and the Caribbean,Upper middle income,5067.65342293276
150,Argentina,ARG,2006,20.9272,39622115,6611938226,0.005992511370447278,Americas,Latin America and the Caribbean,Upper middle income,5869.38028970204
151,Argentina,ARG,2007,25.9466,40016763,6696177273,0.005976060873022828,Americas,Latin America and the Caribbean,Upper middle income,7185.25155147027
152,Argentina,ARG,2008,28.1126,40424148,6781922266,0.005960573774585932,Americas,Latin America and the Caribbean,Upper middle income,8944.1102657357
153,Argentina,ARG,2009,34.0,40854831,6867731466,0.005948810200611301,Americas,Latin America and the Caribbean,Upper middle income,8150.23527028221
154,Argentina,ARG,2010,45.0,41288694,6952093392,0.005939030400183094,Americas,Latin America and the Caribbean,Upper middle income,10260.1313108254
155,Argentina,ARG,2011,51.0,41730660,7037468539,0.005929782814479165,Americas,Latin America and the Caribbean,Upper middle income,12704.2831819684
156,Argentina,ARG,2012,55.8,42161721,7126885659,0.005915868868578968,Americas,Latin America and the Caribbean,Upper middle income,12949.717486654
157,Argentina,ARG,2013,59.9,42582455,7216181695,0.0059009676862079065,Americas,Latin America and the Caribbean,Upper middle income,12963.675773326
158,Argentina,ARG,2014,64.7,43024071,7304606193,0.005889991857634973,Americas,Latin America and the Caribbean,Upper middle income,12233.1444119186
159,Argentina,ARG,2015,68.0431,43477012,7391971924,0.005881652750714642,Americas,Latin America and the Caribbean,Upper middle income,13679.6264980954
160,Argentina,ARG,2016,70.969,43900313,7478852539,0.005869926271586835,Americas,Latin America and the Caribbean,Upper middle income,12699.9623137756
161,Argentina,ARG,2017,74.2949,44288894,7564278153,0.005855006003769835,Americas,Latin America and the Caribbean,Upper middle income,14532.5009308511
162,Argentina,ARG,2018,77.7,44654882,7646523404,0.00583989345754705,Americas,Latin America and the Caribbean,Upper middle income,11752.7998922979
163,Argentina,ARG,2019,79.947,44973465,7726797600,0.00582045335314594,Americas,Latin America and the Caribbean,Upper middle income,9955.97478680428
164,Argentina,ARG,2020,85.5144,45191965,7805953886,0.005789422492112324,Americas,Latin America and the Caribbean,Upper middle income,8535.59938004389
165,Argentina,ARG,2021,87.1507,45312281,7871000477,0.00575686421725013,Americas,Latin America and the Caribbean,Upper middle income,10738.0179223384
166,Argentina,ARG,2022,88.3754,45407904,7940003773,0.00571887687943042,Americas,Latin America and the Caribbean,Upper middle income,13935.6811110049
167,Argentina,ARG,2023,89.229,45538401,8011623532,0.005684041545151326,Americas,Latin America and the Caribbean,Upper middle income,14187.4827252965
168,Armenia,ARM,2000,1.30047,3221100,6115617907,0.000526700661974499,Asia,Western Asia,Upper middle income,593.450581742282
169,Armenia,ARM,2001,1.63109,3211800,6198523633,0.0005181556432084672,Asia,Western Asia,Upper middle income,659.588988535629
170,Armenia,ARM,2002,1.96041,3199800,6280690978,0.0005094662372672461,Asia,Western Asia,Upper middle income,742.651118319819
171,Armenia,ARM,2003,4.57522,3182500,6362582991,0.000500189939290648,Asia,Western Asia,Upper middle income,882.030167695474
172,Armenia,ARM,2004,4.89901,3164900,6445292478,0.0004910405556928397,Asia,Western Asia,Upper middle income,1130.08791444158
173,Armenia,ARM,2005,5.25298,3146400,6528083729,0.0004819791121891721,Asia,Western Asia,Upper middle income,1557.48458908655
174,Armenia,ARM,2006,5.63179,3127100,6611938226,0.00047294755230824204,Asia,Western Asia,Upper middle income,2041.65267068997
175,Armenia,ARM,2007,6.02125,3107400,6696177273,0.00046405581473022036,Asia,Western Asia,Upper middle income,2962.70234594569
176,Armenia,ARM,2008,6.21,3087100,6781922266,0.0004551954267415663,Asia,Western Asia,Upper middle income,3777.66859313767
177,Armenia,ARM,2009,15.3,3066000,6867731466,0.00044643562654987477,Asia,Western Asia,Upper middle income,2820.5926553347
178,Armenia,ARM,2010,25.0,3044800,6952093392,0.00043796879994502814,Asia,Western Asia,Upper middle income,3041.34450723339
179,Armenia,ARM,2011,32.0,3027900,7037468539,0.0004302541436910287,Asia,Western Asia,Upper middle income,3349.55309771906
180,Armenia,ARM,2012,37.5,3024100,7126885659,0.0004243227890405531,Asia,Western Asia,Upper middle income,3511.56399687426
181,Armenia,ARM,2013,41.9,3022000,7216181695,0.0004187810295982299,Asia,Western Asia,Upper middle income,3680.16692158886
182,Armenia,ARM,2014,54.6228,3013800,7304606193,0.00041258897747124585,Asia,Western Asia,Upper middle income,3852.11800610384
183,Armenia,ARM,2015,59.1008,3004600,7391971924,0.0004064679940469969,Asia,Western Asia,Upper middle income,3512.39350276709
184,Armenia,ARM,2016,64.346,2992300,7478852539,0.0004001014840707237,Asia,Western Asia,Upper middle income,3524.42476874707
185,Armenia,ARM,2017,64.7449,2979400,7564278153,0.00039387763640319956,Asia,Western Asia,Upper middle income,3869.05373867752
186,Armenia,ARM,2018,68.2451,2969000,7646523404,0.00038828103219390865,Asia,Western Asia,Upper middle income,4196.00562301769
187,Armenia,ARM,2019,66.5439,2962500,7726797600,0.0003834059274439905,Asia,Western Asia,Upper middle income,4597.22887399548
188,Armenia,ARM,2020,76.5077,2961500,7805953886,0.0003793898917736958,Asia,Western Asia,Upper middle income,4268.68093304583
189,Armenia,ARM,2021,78.6123,2962300,7871000477,0.0003763562216336021,Asia,Western Asia,Upper middle income,4685.17997128509
190,Armenia,ARM,2022,77.0277,2969200,7940003773,0.0003739544822505968,Asia,Western Asia,Upper middle income,6571.97445545099
191,Armenia,ARM,2023,75.54337945953444,2990900,8011623532,0.00037332008775172186,Asia,Western Asia,Upper middle income,8053.01066312345
192,Aruba,ABW,2000,15.4428,90588,6115617907,1.4812567001007704e-05,Americas,Latin America and the Caribbean,High income,20681.0230269625
193,Aruba,ABW,2001,17.1,91439,6198523633,1.4751738545158178e-05,Americas,Latin America and the Caribbean,High income,20740.1325828172
194,Aruba,ABW,2002,18.8,92074,6280690978,1.4659851968918187e-05,Americas,Latin America and the Caribbean,High income,21307.2482505267
195,Aruba,ABW,2003,20.8,93128,6362582991,1.4636822833074461e-05,Americas,Latin America and the Caribbean,High income,21949.4859960868
196,Aruba,ABW,2004,23.0,95138,6445292478,1.476085070223558e-05,Americas,Latin America and the Caribbean,High income,23700.6319899197
197,Aruba,ABW,2005,25.4,97635,6528083729,1.4956150082185932e-05,Americas,Latin America and the Caribbean,High income,24171.8371325422
198,Aruba,ABW,2006,28.0,99405,6611938226,1.50341694980016e-05,Americas,Latin America and the Caribbean,High income,24845.65848362
199,Aruba,ABW,2007,30.9,100150,6696177273,1.495629460167071e-05,Americas,Latin America and the Caribbean,High income,26736.3089444046
200,Aruba,ABW,2008,52.0,100917,6781922266,1.488029441238659e-05,Americas,Latin America and the Caribbean,High income,28171.9094008501
201,Aruba,ABW,2009,58.0,101604,6867731466,1.4794404892359255e-05,Americas,Latin America and the Caribbean,High income,25134.7712303589
202,Aruba,ABW,2010,62.0,101838,6952093392,1.4648537391224965e-05,Americas,Latin America and the Caribbean,High income,24093.1401510626
203,Aruba,ABW,2011,69.0,102591,7037468539,1.457782715922135e-05,Americas,Latin America and the Caribbean,High income,25712.3843015186
204,Aruba,ABW,2012,74.0,104110,7126885659,1.4608063743597096e-05,Americas,Latin America and the Caribbean,High income,25119.6655449838
205,Aruba,ABW,2013,78.9,105675,7216181695,1.4644171178952e-05,Americas,Latin America and the Caribbean,High income,25813.5767274227
206,Aruba,ABW,2014,83.78,106807,7304606193,1.4621869704947693e-05,Americas,Latin America and the Caribbean,High income,26129.8390617693
207,Aruba,ABW,2015,88.6612,107906,7391971924,1.4597728604684565e-05,Americas,Latin America and the Caribbean,High income,27458.2253310273
208,Aruba,ABW,2016,93.5425,108727,7478852539,1.453792536127981e-05,Americas,Latin America and the Caribbean,High income,27441.5296617282
209,Aruba,ABW,2017,97.17,108735,7564278153,1.4374801904511615e-05,Americas,Latin America and the Caribbean,High income,28440.051963759
210,Aruba,ABW,2018,72.32569718867126,108908,7646523404,1.4242812615080567e-05,Americas,Latin America and the Caribbean,High income,30082.1276448186
211,Aruba,ABW,2019,75.19056105238181,109203,7726797600,1.4133021939127796e-05,Americas,Latin America and the Caribbean,High income,31096.2050738676
212,Aruba,ABW,2020,78.05543271423647,108587,7805953886,1.3910791888580214e-05,Americas,Latin America and the Caribbean,High income,22855.9323200761
213,Aruba,ABW,2021,80.9203066958464,107700,7871000477,1.3683139813637697e-05,Americas,Latin America and the Caribbean,High income,27200.0610793969
214,Aruba,ABW,2022,83.78517642314502,107310,7940003773,1.3515106927896921e-05,Americas,Latin America and the Caribbean,High income,30559.5335346581
